CIE10,Descripción Diagnóstico,Cantidad,Genero,Período de consulta
F129,"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO",2,M,01/01/2019-31/12/2020
F130,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: INTOXICACION AGUDA,4,M,01/01/2019-31/12/2020
F141,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: USO NOCIVO,1,M,01/01/2019-31/12/2020
F153,"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: ESTADO DE ABSTINENCIA",1,M,01/01/2019-31/12/2020
F190,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA,8,M,01/01/2019-31/12/2020
F191,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO,2,M,01/01/2019-31/12/2020
F200,ESQUIZOFRENIA PARANOIDE,16,M,01/01/2019-31/12/2020
F203,ESQUIZOFRENIA INDIFERENCIADA,2,M,01/01/2019-31/12/2020
F208,OTRAS ESQUIZOFRENIAS,9,M,01/01/2019-31/12/2020
F209,"ESQUIZOFRENIA, NO ESPECIFICADA",14,M,01/01/2019-31/12/2020
F21X,TRASTORNO ESQUIZOTIPICO,1,M,01/01/2019-31/12/2020
F231,"TRASTORNO PSICOTICO AGUDO POLIMORFO, CON SINTOMAS DE ESQUIZOFRENIA",3,M,01/01/2019-31/12/2020
F232,TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO,5,M,01/01/2019-31/12/2020
F233,"OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES",2,M,01/01/2019-31/12/2020
F238,OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS,4,M,01/01/2019-31/12/2020
F239,"TRASTORNO PSICOTICO AGUDO Y TRANSITORIO, NO ESPECIFICADO DE TIPO ESQUIZOFRENICO",1,M,01/01/2019-31/12/2020
F252,TRASTORNO ESQUIZOAFECTIVO DE TIPO MIXTO,1,M,01/01/2019-31/12/2020
F258,OTROS TRASTORNOS ESQUIZOAFECTIVOS,1,M,01/01/2019-31/12/2020
F28X,OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO,2,M,01/01/2019-31/12/2020
F29X,"PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
F311,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS",2,M,01/01/2019-31/12/2020
F312,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS",3,M,01/01/2019-31/12/2020
F313,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO",1,M,01/01/2019-31/12/2020
F316,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE",3,M,01/01/2019-31/12/2020
F318,OTROS TRASTORNOS AFECTIVOS BIPOLARES,3,M,01/01/2019-31/12/2020
F320,EPISODIO DEPRESIVO LEVE,3,M,01/01/2019-31/12/2020
F321,EPISODIO DEPRESIVO MODERADO,6,M,01/01/2019-31/12/2020
F322,EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS,3,M,01/01/2019-31/12/2020
F323,EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS,2,M,01/01/2019-31/12/2020
F328,OTROS EPISODIOS DEPRESIVOS,1,M,01/01/2019-31/12/2020
F329,"EPISODIO DEPRESIVO, NO ESPECIFICADO",5,M,01/01/2019-31/12/2020
F338,OTROS TRASTORNOS DEPRESIVOS RECURRENTES,1,M,01/01/2019-31/12/2020
F409,"TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
F410,TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA],1,M,01/01/2019-31/12/2020
F411,TRASTORNO DE ANSIEDAD GENERALIZADA,3,M,01/01/2019-31/12/2020
F412,TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION,13,M,01/01/2019-31/12/2020
F413,OTROS TRASTORNOS DE ANSIEDAD MIXTOS,1,M,01/01/2019-31/12/2020
F418,OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS,4,M,01/01/2019-31/12/2020
F419,"TRASTORNO DE ANSIEDAD , NO ESPECIFICADO",16,M,01/01/2019-31/12/2020
F447,TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION],1,M,01/01/2019-31/12/2020
F449,"TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
F510,INSOMNIO NO ORGANICO,1,M,01/01/2019-31/12/2020
F54X,FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE,1,M,01/01/2019-31/12/2020
F600,TRASTORNO PARANOIDE DE LA PERSONALIDAD,1,M,01/01/2019-31/12/2020
F602,TRASTORNO ASOCIAL DE LA PERSONALIDAD,1,M,01/01/2019-31/12/2020
F688,OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS,1,M,01/01/2019-31/12/2020
F711,"RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO",1,M,01/01/2019-31/12/2020
F799,"RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
F841,AUTISMO ATIPICO,1,M,01/01/2019-31/12/2020
F989,"TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA",1,M,01/01/2019-31/12/2020
G039,"MENINGITIS, NO ESPECIFICADA",2,M,01/01/2019-31/12/2020
G061,ABSCESO Y GRANULOMA INTRARRAQUIDEO,1,M,01/01/2019-31/12/2020
G251,TEMBLOR INDUCIDO POR DROGAS,1,M,01/01/2019-31/12/2020
G252,OTRAS FORMAS ESPECIFICADAS DE TEMBLOR,1,M,01/01/2019-31/12/2020
G253,MIOCLONIA,1,M,01/01/2019-31/12/2020
G259,"TRASTORNO EXTRAPIRAMIDAL Y DEL MOVIMIENTO, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
G308,OTROS TIPOS DE ENFERMEDAD DE ALZHEIMER,1,M,01/01/2019-31/12/2020
G309,"ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
G378,"OTRAS ENFERMEDADES DESMIELINIZANTES DEL SISTEMA NERVIOSO CENTRAL, ESPECIFICADAS",1,M,01/01/2019-31/12/2020
G401,EPILEPSIA Y SINDROMES EPILEPTICOS SINTOMATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES PARCIALES SIMPLES,1,M,01/01/2019-31/12/2020
G403,EPILEPSIA Y SINDROMES EPILEPTICOS IDIOPATICOS GENERALIZADOS,1,M,01/01/2019-31/12/2020
G405,SINDROMES EPILEPTICOS ESPECIALES,1,M,01/01/2019-31/12/2020
G408,OTRAS EPILEPSIAS,12,M,01/01/2019-31/12/2020
G409,"EPILEPSIA, TIPO NO ESPECIFICADO",35,M,01/01/2019-31/12/2020
G430,MIGRAÑA SIN AURA [MIGRAÑA COMUN],5,M,01/01/2019-31/12/2020
G431,MIGRAÑA CON AURA [MIGRAÑA CLASICA],17,M,01/01/2019-31/12/2020
G432,ESTADO MIGRAÑOSO,2,M,01/01/2019-31/12/2020
G433,MIGRAÑA COMPLICADA,8,M,01/01/2019-31/12/2020
G438,OTRAS MIGRAÑAS,21,M,01/01/2019-31/12/2020
G439,"MIGRAÑA, NO ESPECIFICADA",36,M,01/01/2019-31/12/2020
G440,SINDROME DE CEFALEA EN RACIMOS,1,M,01/01/2019-31/12/2020
G441,"CEFALEA VASCULAR, NCOP",2,M,01/01/2019-31/12/2020
G442,CEFALEA DEBIDA A TENSION,6,M,01/01/2019-31/12/2020
G443,CEFALEA POSTRAUMATICA CRONICA,6,M,01/01/2019-31/12/2020
G448,OTROS SINDROMES DE CEFALEA ESPECIFICADOS,82,M,01/01/2019-31/12/2020
G453,AMAUROSIS FUGAZ,4,M,01/01/2019-31/12/2020
G458,OTRAS ISQUEMIAS CEREBRALES TRANSITORIAS Y SINDROMES AFINES,10,M,01/01/2019-31/12/2020
G459,"ISQUEMIA CEREBRAL TRANSITORIA, SIN OTRA ESPECIFICACION",29,M,01/01/2019-31/12/2020
G468,OTROS SINDROMES VASCULARES ENCEFALICOS EN ENFERMEDADES CEREBROVASCULARES (I60-I67),9,M,01/01/2019-31/12/2020
G470,TRASTORNOS DEL INICIO Y DEL MANTENIMIENTO DEL SUEÑO [INSOMNIOS],3,M,01/01/2019-31/12/2020
G479,"TRASTORNO DEL SUEÑO, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
G500,NEURALGIA DEL TRIGEMINO,2,M,01/01/2019-31/12/2020
G510,PARALISIS DE BELL,17,M,01/01/2019-31/12/2020
G518,OTROS TRASTORNOS DEL NERVIO FACIAL,1,M,01/01/2019-31/12/2020
G530,NEURALGIA POSTHERPES ZOSTER (B02.2),1,M,01/01/2019-31/12/2020
G546,SINDROME DEL MIEMBRO FANTASMA CON DOLOR,1,M,01/01/2019-31/12/2020
G551,COMPRESIONES DE LAS RAICES Y PLEXOS NERVIOSOS EN TRASTORNOS DE LOS DISCOS INTERVERTEBRALES (M50-M51),3,M,01/01/2019-31/12/2020
G560,SINDROME DEL TUNEL CARPIANO,1,M,01/01/2019-31/12/2020
G568,OTRAS MONONEUROPATIAS DEL MIEMBRO SUPERIOR,1,M,01/01/2019-31/12/2020
G571,MERALGIA PARESTESICA,1,M,01/01/2019-31/12/2020
G579,"MONONEUROPATIA DEL MIEMBRO INFERIOR, SIN OTRA ESPECIFICACION",1,M,01/01/2019-31/12/2020
G588,OTRAS MONONEUROPATIAS ESPECIFICADAS,1,M,01/01/2019-31/12/2020
G589,"MONONEUROPATIA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
G603,NEUROPATIA PROGRESIVA IDIOPATICA,1,M,01/01/2019-31/12/2020
G610,SINDROME DE GUILLAIN-BARRE,1,M,01/01/2019-31/12/2020
G619,"POLINEUROPATIA INFLAMATORIA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
G628,OTRAS POLINEUROPATIAS ESPECIFICADAS,1,M,01/01/2019-31/12/2020
G629,"POLINEUROPATIA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
G709,"TRASTORNO NEUROMUSCULAR, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
G723,PARALISIS PERIODICA,1,M,01/01/2019-31/12/2020
G800,PARALISIS CEREBRAL ESPASTICA,1,M,01/01/2019-31/12/2020
G809,"PARALISIS CEREBRAL INFANTIL, SIN OTRA ESPECIFICACION",1,M,01/01/2019-31/12/2020
G819,"HEMIPLEJIA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
G822,"PARAPLEJIA, NO ESPECIFICADA",2,M,01/01/2019-31/12/2020
G919,"HIDROCEFALO, NO ESPECIFICADO",4,M,01/01/2019-31/12/2020
G92X,ENCEFALOPATIA TOXICA,1,M,01/01/2019-31/12/2020
G934,ENCEFALOPATIA NO ESPECIFICADA,55,M,01/01/2019-31/12/2020
G992,MIELOPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,M,01/01/2019-31/12/2020
H000,ORZUELO Y OTRAS INFLAMACIONES PROFUNDAS DEL PARPADO,5,M,01/01/2019-31/12/2020
H001,CALACIO [CHALAZION],4,M,01/01/2019-31/12/2020
H020,ENTROPION Y TRIQUIASIS PALPEBRAL,1,M,01/01/2019-31/12/2020
H021,ECTROPION DEL PARPADO,2,M,01/01/2019-31/12/2020
H050,INFLAMACION AGUDA DE LA ORBITA,1,M,01/01/2019-31/12/2020
H059,"TRASTORNO DE LA ORBITA, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
H100,CONJUNTIVITIS MUCOPURULENTA,4,M,01/01/2019-31/12/2020
H101,CONJUNTIVITIS ATOPICA AGUDA,3,M,01/01/2019-31/12/2020
H102,OTRAS CONJUNTIVITIS AGUDAS,6,M,01/01/2019-31/12/2020
H103,"CONJUNTIVITIS AGUDA, NO ESPECIFICADA",18,M,01/01/2019-31/12/2020
H104,CONJUNTIVITIS CRONICA,1,M,01/01/2019-31/12/2020
H105,BLEFAROCONJUNTIVITIS,1,M,01/01/2019-31/12/2020
H108,OTRAS CONJUNTIVITIS,1,M,01/01/2019-31/12/2020
H109,"CONJUNTIVITIS, NO ESPECIFICADA",4,M,01/01/2019-31/12/2020
H110,PTERIGION,2,M,01/01/2019-31/12/2020
H111,DEGENERACIONES Y DEPOSITOS CONJUNTIVALES,1,M,01/01/2019-31/12/2020
H113,HEMORRAGIA CONJUNTIVAL,7,M,01/01/2019-31/12/2020
H118,OTROS TRASTORNOS ESPECIFICADOS DE LA CONJUNTIVA,5,M,01/01/2019-31/12/2020
H151,EPISCLERITIS,2,M,01/01/2019-31/12/2020
H158,OTROS TRASTORNOS DE LA ESCLEROTICA,1,M,01/01/2019-31/12/2020
H160,ULCERA DE LA CORNEA,38,M,01/01/2019-31/12/2020
H161,OTRAS QUERATITIS SUPERFICIALES SIN CUNJUNTIVITIS,1,M,01/01/2019-31/12/2020
H162,QUERATOCONJUNTIVITIS,13,M,01/01/2019-31/12/2020
H163,QUERATITIS INTERSTICIAL Y PROFUNDA,2,M,01/01/2019-31/12/2020
H168,OTRAS QUERATITIS,4,M,01/01/2019-31/12/2020
H169,"QUERATITIS, NO ESPECIFICADA",14,M,01/01/2019-31/12/2020
H171,OTRAS OPACIDADES CENTRALES DE LA CORNEA,3,M,01/01/2019-31/12/2020
H178,OTRAS OPACIDADES O CICATRICES DE LA CORNEA,1,M,01/01/2019-31/12/2020
H179,"CICATRIZ U OPACIDAD DE LA CORNEA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
H181,QUERATOPATIA VESICULAR,2,M,01/01/2019-31/12/2020
H186,QUERATOCONO,1,M,01/01/2019-31/12/2020
H192,"QUERATITIS Y QUERATOCONJUNTIVITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS, CLASIFICADAS EN OTRA PARTE",1,M,01/01/2019-31/12/2020
H193,QUERATITIS Y QUERATOCONJUNTIVITIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,M,01/01/2019-31/12/2020
H200,IRIDOCICLITIS AGUDA Y SUBAGUDA,10,M,01/01/2019-31/12/2020
H210,HIFEMA,5,M,01/01/2019-31/12/2020
H262,CATARATA COMPLICADA,1,M,01/01/2019-31/12/2020
H279,"TRASTORNO DEL CRISTALINO, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
H300,CORIORRETINITIS FOCAL,1,M,01/01/2019-31/12/2020
H301,CORIORRETINITIS DISEMINADA,1,M,01/01/2019-31/12/2020
H330,DESPRENDIMIENTO DE LA RETINA CON RUPTURA,3,M,01/01/2019-31/12/2020
H333,DESGARRO DE LA RETINA SIN DESPRENDIMIENTO,1,M,01/01/2019-31/12/2020
H334,DESPRENDIMIENTO DE LA RETINA POR TRACCION,1,M,01/01/2019-31/12/2020
H335,OTROS DESPRENDIMIENTO DE LA RETINA,4,M,01/01/2019-31/12/2020
H349,"OCLUSION VASCULAR RETINIANA, SIN OTRA ESPECIFICACION",1,M,01/01/2019-31/12/2020
H350,RETINOPATIAS DEL FONDO Y CAMBIOS VASCULARES RETINIANOS,2,M,01/01/2019-31/12/2020
H354,DEGENERACION PERIFERICA DE LA RETINA,1,M,01/01/2019-31/12/2020
H356,HEMORRAGIA RETINIANA,2,M,01/01/2019-31/12/2020
H368,OTROS TRASTORNOS DE LA RETINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,M,01/01/2019-31/12/2020
H400,SOSPECHA DE GLAUCOMA,6,M,01/01/2019-31/12/2020
H402,GLAUCOMA PRIMARIO DE ANGULO CERRADO,2,M,01/01/2019-31/12/2020
H403,GLAUCOMA SECUNDARIO A TRAUMATISMO OCULAR,2,M,01/01/2019-31/12/2020
H404,GLAUCOMA SECUNDARIO A INFLAMACION OCULAR,1,M,01/01/2019-31/12/2020
H405,GLAUCOMA SECUNDARIO A OTROS TRASTORNOS DEL OJO,11,M,01/01/2019-31/12/2020
H408,OTROS GLAUCOMAS,4,M,01/01/2019-31/12/2020
H409,"GLAUCOMA, NO ESPECIFICADO",11,M,01/01/2019-31/12/2020
H431,HEMORRAGIA DEL VITREO,4,M,01/01/2019-31/12/2020
H438,OTROS TRASTORNOS DEL CUERPO VITREO,1,M,01/01/2019-31/12/2020
H439,"TRASTORNOS DEL CUERPO VITREO, NO ESPECIFICADO",3,M,01/01/2019-31/12/2020
H440,ENDOFTALMITIS PURULENTA,4,M,01/01/2019-31/12/2020
H441,OTRAS ENDOFTALMITIS,2,M,01/01/2019-31/12/2020
H442,MIOPIA DEGENERATIVA,1,M,01/01/2019-31/12/2020
H444,HIPOTONIA OCULAR,1,M,01/01/2019-31/12/2020
H446,RETENCION INTRAOCULAR DE CUERPO EXTRAÑO MAGNETICO (ANTIGUO),1,M,01/01/2019-31/12/2020
H448,OTROS TRASTORNOS DEL GLOBO OCULAR,7,M,01/01/2019-31/12/2020
H449,"TRASTORNO DEL GLOBO OCULAR, NO ESPECIFICADO",8,M,01/01/2019-31/12/2020
H46X,NEURITIS OPTICA,3,M,01/01/2019-31/12/2020
H470,"TRASTORNOS DEL NERVIO OPTICO, NO CLASIFICADOS EN OTRA PARTE",1,M,01/01/2019-31/12/2020
H472,ATROFIA OPTICA,1,M,01/01/2019-31/12/2020
H490,PARALISIS DEL NERVIO MOTOR OCULAR COMUN [III PAR],2,M,01/01/2019-31/12/2020
H492,PARALISIS DEL NERVIO MOTOR OCULAR EXTERNO [VI PAR],1,M,01/01/2019-31/12/2020
H532,DIPLOPIA,1,M,01/01/2019-31/12/2020
H539,"ALTERACION VISUAL, NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
H540,CEGUERA DE AMBOS OJOS,1,M,01/01/2019-31/12/2020
H541,"CEGUERA DE UN OJO, VISION SUBNORMAL DEL OTRO",1,M,01/01/2019-31/12/2020
H542,VISION SUBNORMAL DE AMBOS OJOS,2,M,01/01/2019-31/12/2020
H543,DISMINUCION INDETERMINADA DE LA AGUDEZA VISUAL EN AMBOS OJOS,1,M,01/01/2019-31/12/2020
H544,CEGUERA DE UN OJO,3,M,01/01/2019-31/12/2020
H545,VISION SUBNORMAL DE UN OJO,4,M,01/01/2019-31/12/2020
H546,DISMINUCION INDETERMINADA DE LA AGUDEZA VISUAL DE UN OJO,2,M,01/01/2019-31/12/2020
H547,"DISMINUCION DE LA AGUDEZA VISUAL, SIN ESPECIFICACION",12,M,01/01/2019-31/12/2020
H570,ANOMALIAS DE LA FUNCION PUPILAR,2,M,01/01/2019-31/12/2020
H571,DOLOR OCULAR,38,M,01/01/2019-31/12/2020
H578,OTROS TRASTORNOS ESPECIFICADOS DEL OJO Y SUS ANEXOS,5,M,01/01/2019-31/12/2020
H579,"TRASTORNO DEL OJO Y SUS ANEXOS, NO ESPECIFICADO",27,M,01/01/2019-31/12/2020
H580,ANOMALIAS DE LA FUNCION PUPILAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,M,01/01/2019-31/12/2020
H588,OTROS TRASTORNOS ESPECIFICADOS DEL OJO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,M,01/01/2019-31/12/2020
H598,"OTROS TRASTORNOS DEL OJO Y SUS ANEXOS, CONSECUTIVOS A PROCEDIMIENTOS",3,M,01/01/2019-31/12/2020
H599,"TRASTORNO NO ESPECIFICADO DEL OJO Y SUS ANEXOS, CONSECUTIVO A PROCEDIMIENTOS",3,M,01/01/2019-31/12/2020
H600,ABSCESO DEL OIDO EXTERNO,1,M,01/01/2019-31/12/2020
H603,OTRAS OTITIS EXTERNAS INFECCIOSAS,2,M,01/01/2019-31/12/2020
H608,OTRAS OTITIS EXTERNAS,8,M,01/01/2019-31/12/2020
H609,"OTITIS EXTERNA, SIN OTRA ESPECIFICACION",1,M,01/01/2019-31/12/2020
H612,CERUMEN IMPACTADO,3,M,01/01/2019-31/12/2020
H619,"TRASTORNO DEL OIDO EXTERNO, NO ESPECIFICADO",2,M,01/01/2019-31/12/2020
H650,OTITIS MEDIA AGUDA SEROSA,4,M,01/01/2019-31/12/2020
H651,"OTRA OTITIS MEDIA AGUDA, NO SUPURATIVA",13,M,01/01/2019-31/12/2020
H659,"OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACION",13,M,01/01/2019-31/12/2020
H660,OTITIS MEDIA SUPURATIVA AGUDA,6,M,01/01/2019-31/12/2020
H663,OTRAS OTITIS MEDIAS CRONICAS SUPURATIVAS,3,M,01/01/2019-31/12/2020
H664,"OTITIS MEDIA SUPURATIVA, SIN OTRA ESPECIFICACION",2,M,01/01/2019-31/12/2020
H669,"OTITIS MEDIA, NO ESPECIFICADA",10,M,01/01/2019-31/12/2020
H708,OTRAS MASTOIDITIS Y AFECCIONES RELACIONADAS,1,M,01/01/2019-31/12/2020
H709,"MASTOIDITIS, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
H71X,COLESTEATOMA DEL OIDO MEDIO,1,M,01/01/2019-31/12/2020
H720,PERFORACION CENTRAL DE LA MEMBRANA TIMPANICA,1,M,01/01/2019-31/12/2020
H721,PERFORACION ATICA DE LA MEMBRANA TIMPANICA,1,M,01/01/2019-31/12/2020
H728,OTRAS PERFORACIONES DE LA MEMBRANA TIMPANICA,1,M,01/01/2019-31/12/2020
H729,"PERFORACION DE LA MEMBRANA TIMPANICA, SIN OTRA ESPECIFICACION",5,M,01/01/2019-31/12/2020
H811,VERTIGO PAROXISTICO BENIGNO,13,M,01/01/2019-31/12/2020
H813,OTROS VERTIGOS PERIFERICOS,48,M,01/01/2019-31/12/2020
H814,VERTIGO DE ORIGEN CENTRAL,9,M,01/01/2019-31/12/2020
H82X,SINDROMES VERTIGINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,M,01/01/2019-31/12/2020
H920,OTALGIA,10,M,01/01/2019-31/12/2020
H921,OTORREA,1,M,01/01/2019-31/12/2020
H922,OTORRAGIA,1,M,01/01/2019-31/12/2020
H939,"TRASTORNO DEL OIDO, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
I10X,HIPERTENSION ESENCIAL (PRIMARIA),182,M,01/01/2019-31/12/2020
I110,ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA),5,M,01/01/2019-31/12/2020
I120,ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL,9,M,01/01/2019-31/12/2020
I131,ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA RENAL,1,M,01/01/2019-31/12/2020
I139,"ENFERMEDAD CARDIORRENAL HIPERTENSIVA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
I200,ANGINA INESTABLE,5,M,01/01/2019-31/12/2020
I208,OTRAS FORMAS ESPECIFICADAS DE ANGINA DE PECHO,6,M,01/01/2019-31/12/2020
I209,"ANGINA DE PECHO, NO ESPECIFICADA",29,M,01/01/2019-31/12/2020
I210,INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR,2,M,01/01/2019-31/12/2020
I213,"INFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
I214,INFARTO SUBENDOCARDICO AGUDO DEL MIOCARDIO,1,M,01/01/2019-31/12/2020
I219,"INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION",65,M,01/01/2019-31/12/2020
I240,TROMBOSIS CORONARIA QUE NO RESULTA EN INFARTO DEL MIOCARDIO,1,M,01/01/2019-31/12/2020
I248,OTRAS FORMAS DE ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON,1,M,01/01/2019-31/12/2020
I252,INFARTO ANTIGUO DEL MIOCARDIO,2,M,01/01/2019-31/12/2020
I255,CARDIOMIOPATIA ISQUEMICA,2,M,01/01/2019-31/12/2020
I256,ISQUEMIA SILENTE DEL MIOCARDIO,1,M,01/01/2019-31/12/2020
I259,"ENFERMEDAD ISQUEMIA CRONICA DEL CORAZON, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
I260,EMBOLIA PULMONAR CON MENCION DE CORAZON PULMONAR AGUDO,1,M,01/01/2019-31/12/2020
I269,EMBOLIA PULMONAR SIN MENCION DE CORAZON PULMONAR AGUDO,2,M,01/01/2019-31/12/2020
I278,OTRAS ENFERMEDADES CARDIOPULMONARES ESPECIFICADAS,1,M,01/01/2019-31/12/2020
I339,"ENDOCARDITIS AGUDA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
I340,INSUFICIENCIA (DE LA VALVULA) MITRAL,1,M,01/01/2019-31/12/2020
I428,OTRAS CARDIOMIOPATIA,1,M,01/01/2019-31/12/2020
I440,BLOQUEO AURICULOVENTRICULAR DE PRIMER GRADO,2,M,01/01/2019-31/12/2020
I441,BLOQUEO AURICULOVENTRICULAR DE SEGUNDO GRADO,1,M,01/01/2019-31/12/2020
I442,BLOQUEO AURICULOVENTRICULAR COMPLETO,4,M,01/01/2019-31/12/2020
I443,OTROS TIPOS DE BLOQUEO AURICULOVENTRICULAR Y LOS NO ESPECIFICADOS,2,M,01/01/2019-31/12/2020
I447,"BLOQUEO DE RAMA IZQUIERDA DEL HAZ, SIN OTRA ESPECIFICACION",2,M,01/01/2019-31/12/2020
I451,OTROS TIPOS DE BLOQUEO DE RAMA DERECHA DEL HAZ Y LOS NO ESPECIFICADOS,1,M,01/01/2019-31/12/2020
I455,OTROS TIPOS ESPECIFICADOS DE BLOQUEO DEL CORAZON,1,M,01/01/2019-31/12/2020
I460,PARO CARDIACO CON RESUCITACION EXITOSA,3,M,01/01/2019-31/12/2020
I461,"MUERTE CARDIACA SUBITA, ASI DESCRITA",1,M,01/01/2019-31/12/2020
I469,"PARO CARDIACO, NO ESPECIFICADO",10,M,01/01/2019-31/12/2020
I471,TAQUICARDIA SUPRAVENTRICULAR,15,M,01/01/2019-31/12/2020
I472,TAQUICARDIA VENTRICULAR,3,M,01/01/2019-31/12/2020
I479,"TAQUICARDIA PAROXISTICA, NO ESPECIFICADA",2,M,01/01/2019-31/12/2020
I489,"FIBRILACION Y ALETEO AURICULAR, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
I48X,FIBRILACION Y ALETEO AURICULAR,31,M,01/01/2019-31/12/2020
I495,SINDROME DEL SENO ENFERMO,2,M,01/01/2019-31/12/2020
I499,"ARRITMIA CARDIACA, NO ESPECIFICADA",8,M,01/01/2019-31/12/2020
I500,INSUFICIENCIA CARDIACA CONGESTIVA,273,M,01/01/2019-31/12/2020
